Order ID,Merchant ID,Restaurant Name,City,Tier,Cuisine,Dish Name,Base Time,Acoustic dB,POS Tickets,Chaos Index,Manual FOR Mins,Actual Food Ready Mins,Rider Arrival Mins,Rider Depart Mins,Actual Rider Wait Mins,Trust Score,Order Completion Time,Adjusted KPT Signal,Food Delay Mins,Total Delay,ETA Currently,Delay,Order Status,Old Error,New Error
ORDER_0944,MCH_055,Spicy Wok Express,Jaipur,Tier 2,North Indian,Paneer Butter Masala & Naan,15,78.3,10,1.87,26.4,28,30.6,30.6,0,0.72,40.6,27.58,13,13,25,15.6,Delayed,1.6,0.42
ORDER_0945,MCH_007,Royal Dhaba Express,Delhi,Tier 2,Beverages,Cold Coffee,4,72,8,1.64,4,6.6,11.2,11.2,0,0.52,24.2,7.46,2.6,2.6,16,8.2,Delayed,2.6,0.86
ORDER_0946,MCH_244,Shree Dhaba Lounge,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,58.5,0,0.97,2,5.8,7.1,7.1,0,0.66,21.1,3.73,-0.2,-0.2,19,2.1,On Time,3.8,2.07
ORDER_0947,MCH_126,Bombay Bake Darbar,Hyderabad,Tier 2,Chinese,Hakka Noodles,10,73.3,10,1.77,14.9,17.7,20,20,0,0.66,32,16.63,7.7,7.7,21,11,Delayed,2.8,1.07
ORDER_0948,MCH_012,Grand Dhaba Story,Jaipur,Tier 2,South Indian,Idli Vada Set,5,65.6,3,1.26,2,6.3,7.2,7.2,0,0.65,19.2,3.82,1.3,1.3,18,1.2,On Time,4.3,2.48
ORDER_0949,MCH_016,Shree Bake Corner,Pune,Tier 2,South Indian,Masala Dosa,8,69.9,8,1.6,2.3,12.8,7.4,12.8,5.4,0.3,25.8,9.65,4.8,10.2,28,-2.2,Early,10.5,3.15
ORDER_0950,MCH_208,Urban Grill Point,Delhi,Tier 3,North Indian,Paneer Butter Masala & Naan,15,56.7,0,0.93,13.5,14,18.1,18.1,0,0.69,32.1,14.93,-1,-1,30,2.1,On Time,0.5,0.93
ORDER_0951,MCH_043,The Wok Palace,Bhilwara,Tier 2,South Indian,Idli Vada Set,5,69,7,1.53,2.5,7.6,6.9,7.6,0.7,0.66,17.6,4.23,2.6,3.3,17,0.6,On Time,5.1,3.37
ORDER_0952,MCH_135,Royal Bake Point,Mumbai,Tier 2,North Indian,Paneer Butter Masala & Naan,15,72.5,11,1.8,21,27,28.4,28.4,0,0.51,43.4,24.63,12,12,30,13.4,Delayed,6,2.37
ORDER_0953,MCH_228,The Bake Story,Kolkata,Tier 3,Beverages,Cold Coffee,4,65.6,0,1.11,2,4.4,5.8,5.8,0,0.75,19.8,2.95,0.4,0.4,20,-0.2,Early,2.4,1.45
ORDER_0954,MCH_111,Spicy Bake Darbar,Bengaluru,Tier 3,South Indian,Idli Vada Set,5,61.8,0,1.04,2,5.2,5.9,5.9,0,0.74,15.9,3.01,0.2,0.2,25,-9.1,Early,3.2,2.19
ORDER_0955,MCH_160,Golden Kitchen Junction,Jaipur,Tier 2,North Indian,Dal Makhani Combo,12,75.4,7,1.66,16.8,19.9,22.7,22.7,0,0.61,33.7,19.1,7.9,7.9,23,10.7,Delayed,3.1,0.8
ORDER_0956,MCH_264,Royal Grill Palace,Delhi,Tier 3,Biryani,Chicken Dum Biryani,18,61.5,0,1.03,14.8,18.5,19.5,19.5,0,0.69,31.5,16.26,0.5,0.5,38,-6.5,Early,3.7,2.24
ORDER_0957,MCH_225,Bombay Bake Hub,Kolkata,Tier 2,Fast Food,Peri Peri Pizza,14,69.1,3,1.33,14.1,18.6,19.2,19.2,0,0.66,32.2,15.83,4.6,4.6,30,2.2,On Time,4.5,2.77
ORDER_0958,MCH_217,The Chaat House,Jaipur,Tier 3,North Indian,Dal Makhani Combo,12,61.1,0,1.02,2.2,12.2,9.2,12.2,3,0.33,27.2,8.9,0.2,3.2,26,1.2,On Time,10,3.3
ORDER_0959,MCH_045,The Tandoor Darbar,Bhilwara,Tier 3,Chinese,Hakka Noodles,10,62.2,0,1.04,2,10.4,9.5,10.4,0.9,0.44,22.4,6.7,0.4,1.3,22,0.4,On Time,8.4,3.7
ORDER_0960,MCH_214,Grand Cafe Express,Hyderabad,Tier 3,Fast Food,Zinger Burger & Fries,10,53.6,0,0.87,2,8.7,9,9,0,0.53,22,5.29,-1.3,-1.3,22,0,Early,6.7,3.41
ORDER_0961,MCH_059,Grand Kitchen Hub,Chennai,Tier 3,Biryani,Chicken Dum Biryani,18,57.3,0,0.95,12.4,17.1,16.6,17.1,0.5,0.69,30.1,13.86,-0.9,-0.4,38,-7.9,Early,4.7,3.24
ORDER_0962,MCH_132,Desi Bake Story,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,69.1,6,1.48,9.8,17.8,17.7,17.8,0.1,0.47,30.8,14.04,5.8,5.9,27,3.8,On Time,8,3.76
ORDER_0963,MCH_104,Urban Dhaba Lounge,Kolkata,Tier 2,South Indian,Masala Dosa,8,75.2,10,1.8,2.8,14.4,7.6,14.4,6.8,0.23,26.4,11.73,6.4,13.2,25,1.4,On Time,11.6,2.67
ORDER_0964,MCH_195,Shree Bake Lounge,Chennai,Tier 1,North Indian,Paneer Butter Masala & Naan,15,95,24,2.9,36.4,43.5,40.2,43.5,3.3,0.53,55.5,39.74,28.5,31.8,27,28.5,Cancelled,7.1,3.76
ORDER_0965,MCH_157,Desi Tandoor House,Bengaluru,Tier 2,Chinese,Hakka Noodles,10,76.4,10,1.83,17,18.3,22.5,22.5,0,0.63,37.5,19.04,8.3,8.3,22,15.5,Delayed,1.3,0.74
ORDER_0966,MCH_098,Classic Dhaba Hub,Kolkata,Tier 2,South Indian,Masala Dosa,8,72,7,1.59,6.8,12.7,13.4,13.4,0,0.56,28.4,9.7,4.7,4.7,23,5.4,Delayed,5.9,3
ORDER_0967,MCH_226,The Grill Express,Bhilwara,Tier 3,Biryani,Chicken Dum Biryani,18,62.6,0,1.05,15.9,18.9,19.3,19.3,0,0.77,34.3,16.68,0.9,0.9,36,-1.7,Early,3,2.22
ORDER_0968,MCH_205,Urban Dhaba Story,Delhi,Tier 3,Desserts,Choco Lava Cake,6,62,0,1.04,2,6.2,8.2,8.2,0,0.59,21.2,4.54,0.2,0.2,17,4.2,On Time,4.2,1.66
ORDER_0969,MCH_079,Golden Grill Point,Bengaluru,Tier 3,North Indian,Paneer Butter Masala & Naan,15,63.6,0,1.07,11,16,18.3,18.3,0,0.51,33.3,14.58,1,1,33,0.3,On Time,5,1.42
ORDER_0970,MCH_124,Classic Bake Point,Kolkata,Tier 2,Chinese,Hakka Noodles,10,78.6,10,1.87,17.2,18.7,21.5,21.5,0,0.71,35.5,18.45,8.7,8.7,29,6.5,Delayed,1.5,0.25
ORDER_0971,MCH_218,Shree Tandoor Darbar,Kolkata,Tier 3,Fast Food,Zinger Burger & Fries,10,60.5,0,1.01,6,10.1,12.5,12.5,0,0.57,24.5,8.8,0.1,0.1,22,2.5,On Time,4.1,1.3
ORDER_0972,MCH_004,Golden Tandoor Story,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,66.2,0,1.12,13,20.2,18,20.2,2.2,0.52,30.2,16.46,2.2,4.4,36,-5.8,Early,7.2,3.74
ORDER_0973,MCH_090,The Wok Hub,Delhi,Tier 1,Chinese,Hakka Noodles,10,85.1,14,2.2,16,22,21.1,22,0.9,0.6,35,18.4,12,12.9,24,11,Delayed,6,3.6
ORDER_0974,MCH_104,Urban Dhaba Lounge,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,69.6,8,1.59,14.4,19.1,18.8,19.1,0.3,0.69,30.1,15.86,7.1,7.4,27,3.1,On Time,4.7,3.24
ORDER_0975,MCH_119,Golden Kitchen Palace,Kolkata,Tier 3,Chinese,Hakka Noodles,10,61.2,0,1.02,7.6,10.2,13.7,13.7,0,0.59,24.7,10.1,0.2,0.2,24,0.7,On Time,2.6,0.1
ORDER_0976,MCH_133,Royal Dosa Story,Delhi,Tier 3,Biryani,Chicken Dum Biryani,18,54.5,0,0.89,5.3,16,10.1,16,5.9,0.29,28,12.9,-2,3.9,35,-7,Early,10.7,3.1
ORDER_0977,MCH_096,Classic Biryani Corner,Bhilwara,Tier 3,Beverages,Cold Coffee,4,55,0,0.9,2,3.6,9.2,9.2,0,0.52,21.2,5.46,-0.4,-0.4,14,7.2,Delayed,1.6,1.86
ORDER_0978,MCH_143,Desi Chaat Palace,Ahmedabad,Tier 3,North Indian,Dal Makhani Combo,12,58.5,0,0.97,7.9,11.6,15.7,15.7,0,0.48,29.7,11.96,-0.4,-0.4,28,1.7,On Time,3.7,0.36
ORDER_0979,MCH_288,Golden Dosa Corner,Pune,Tier 3,South Indian,Masala Dosa,8,57.4,0,0.95,2,7.6,9.7,9.7,0,0.49,23.7,5.93,-0.4,-0.4,22,1.7,On Time,5.6,1.67
ORDER_0980,MCH_028,Shree Chaat Palace,Delhi,Tier 2,Biryani,Chicken Dum Biryani,18,69,7,1.53,24.9,27.5,28.7,28.7,0,0.75,42.7,25.85,9.5,9.5,37,5.7,Delayed,2.6,1.65
ORDER_0981,MCH_278,Classic Kitchen Corner,Delhi,Tier 2,Beverages,Cold Coffee,4,71.5,7,1.58,2,6.3,5.1,6.3,1.2,0.71,17.3,3.25,2.3,3.5,16,1.3,On Time,4.3,3.05
ORDER_0982,MCH_233,Golden Chaat Lounge,Mumbai,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,68.2,3,1.31,17.3,26.2,22.5,26.2,3.7,0.41,36.2,22.55,6.2,9.9,38,-1.8,Early,8.9,3.65
ORDER_0983,MCH_017,Golden Bake Darbar,Mumbai,Tier 3,Fast Food,Zinger Burger & Fries,10,63.5,0,1.07,7.3,10.7,13.9,13.9,0,0.56,27.9,10.2,0.7,0.7,28,-0.1,Early,3.4,0.5
ORDER_0984,MCH_059,Grand Kitchen Hub,Chennai,Tier 3,Beverages,Cold Coffee,4,61.2,0,1.02,2,4.1,9.9,9.9,0,0.47,21.9,6.19,0.1,0.1,22,-0.1,Early,2.1,2.09
ORDER_0985,MCH_090,The Wok Hub,Delhi,Tier 1,Biryani,Hyderabadi Mutton Biryani,20,76.2,13,1.97,32.6,39.4,39.5,39.5,0,0.54,52.5,35.77,19.4,19.4,31,21.5,Cancelled,6.8,3.63
ORDER_0986,MCH_199,Golden Kitchen Corner,Mumbai,Tier 3,Desserts,Choco Lava Cake,6,58.3,0,0.97,2,5.8,7.9,7.9,0,0.61,20.9,4.3,-0.2,-0.2,17,3.9,On Time,3.8,1.5
ORDER_0987,MCH_026,Royal Dhaba Junction,Bengaluru,Tier 2,Desserts,Choco Lava Cake,6,75.4,9,1.76,10,10.6,13.1,13.1,0,0.79,24.1,10.65,4.6,4.6,24,0.1,On Time,0.6,0.05
ORDER_0988,MCH_025,Classic Chaat Corner,Ahmedabad,Tier 3,Fast Food,Peri Peri Pizza,14,57.5,0,0.95,9,13.3,16.1,16.1,0,0.53,28.1,12.34,-0.7,-0.7,28,0.1,On Time,4.3,0.96
ORDER_0989,MCH_267,Golden Grill Express,Bengaluru,Tier 3,North Indian,Paneer Butter Masala & Naan,15,56.2,0,0.92,13.3,13.8,17.2,17.2,0,0.74,29.2,14.31,-1.2,-1.2,29,0.2,On Time,0.5,0.51
ORDER_0990,MCH_181,Bombay Cafe Story,Kolkata,Tier 3,Beverages,Cold Coffee,4,61.5,0,1.03,2.9,4.1,6.2,6.2,0,0.78,19.2,3.63,0.1,0.1,19,0.2,On Time,1.2,0.47
ORDER_0991,MCH_068,Spicy Cafe Hub,Jaipur,Tier 2,South Indian,Idli Vada Set,5,64.4,3,1.24,2,6.2,9.3,9.3,0,0.51,19.3,5.58,1.2,1.2,15,4.3,On Time,4.2,0.62
ORDER_0992,MCH_049,Urban Kitchen Palace,Kolkata,Tier 2,Fast Food,Zinger Burger & Fries,10,69.9,7,1.55,12.7,15.5,18.5,18.5,0,0.61,29.5,14.96,5.5,5.5,21,8.5,Delayed,2.8,0.54
ORDER_0993,MCH_175,Spicy Dosa Palace,Jaipur,Tier 2,Beverages,Cold Coffee,4,73.8,7,1.63,2.1,6.5,5.7,6.5,0.8,0.71,21.5,3.38,2.5,3.3,14,7.5,Delayed,4.4,3.12
ORDER_0994,MCH_052,Desi Tandoor Lounge,Bengaluru,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,63.3,0,1.07,19.7,21.4,24.6,24.6,0,0.67,39.6,21.32,1.4,1.4,36,3.6,On Time,1.7,0.08
ORDER_0995,MCH_102,Royal Dosa Corner,Bengaluru,Tier 3,South Indian,Idli Vada Set,5,65.3,0,1.11,2,5.6,5.4,5.6,0.2,0.76,16.6,2.86,0.6,0.8,19,-2.4,Early,3.6,2.74
ORDER_0996,MCH_216,Classic Grill Junction,Bengaluru,Tier 3,Fast Food,Zinger Burger & Fries,10,58,0,0.96,7.9,9.6,14.1,14.1,0,0.59,27.1,10.44,-0.4,-0.4,20,7.1,Delayed,1.7,0.84
ORDER_0997,MCH_188,Shree Bake Story,Bhilwara,Tier 3,South Indian,Idli Vada Set,5,61.3,0,1.03,3.1,5.2,7.5,7.5,0,0.71,19.5,4.38,0.2,0.2,25,-5.5,Early,2.1,0.82
ORDER_0998,MCH_057,Classic Kitchen Palace,Mumbai,Tier 2,North Indian,Dal Makhani Combo,12,67.6,5,1.4,12.8,16.8,20.1,20.1,0,0.51,34.1,16.38,4.8,4.8,32,2.1,On Time,4,0.42
ORDER_0999,MCH_047,Golden Dosa House,Mumbai,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,73,8,1.66,29.8,33.2,34.6,34.6,0,0.68,45.6,31.34,13.2,13.2,39,6.6,Delayed,3.4,1.86
ORDER_1000,MCH_159,Urban Grill Lounge,Bhilwara,Tier 2,Desserts,Choco Lava Cake,6,68.6,8,1.57,2.9,9.4,8.4,9.4,1,0.57,23.4,5.7,3.4,4.4,20,3.4,On Time,6.5,3.7
ORDER_1001,MCH_174,Urban Dhaba Junction,Bengaluru,Tier 3,Chinese,Hakka Noodles,10,55.8,0,0.92,5.5,9.2,8.8,9.2,0.4,0.75,23.2,6.42,-0.8,-0.4,30,-6.8,Early,3.7,2.78
ORDER_1002,MCH_242,Spicy Grill Lounge,Delhi,Tier 3,North Indian,Dal Makhani Combo,12,59.9,0,1,7.6,12,12,12,0,0.71,23,8.88,0,0,28,-5,Early,4.4,3.12
ORDER_1003,MCH_282,The Chaat Story,Chennai,Tier 1,Fast Food,Zinger Burger & Fries,10,89,21,2.63,22.7,26.3,29.1,29.1,0,0.57,43.1,25.45,16.3,16.3,30,13.1,Delayed,3.6,0.85
ORDER_1004,MCH_241,Bombay Dosa Junction,Delhi,Tier 2,Fast Food,Zinger Burger & Fries,10,70.3,5,1.46,6.3,14.6,13,14.6,1.6,0.45,25.6,10.87,4.6,6.2,20,5.6,Delayed,8.3,3.73
ORDER_1005,MCH_005,Royal Chaat Point,Kolkata,Tier 3,Biryani,Chicken Dum Biryani,18,55.5,0,0.91,13.6,16.4,17.8,17.8,0,0.72,31.8,14.78,-1.6,-1.6,30,1.8,On Time,2.8,1.62
ORDER_1006,MCH_084,Classic Cafe Lounge,Bengaluru,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,55.7,0,0.91,10.8,18.2,16.3,18.2,1.9,0.51,28.2,14.43,-1.8,0.1,40,-11.8,Early,7.4,3.77
ORDER_1007,MCH_248,Urban Kitchen Point,Jaipur,Tier 2,Fast Food,Peri Peri Pizza,14,75.3,11,1.86,20.5,26,27.6,27.6,0,0.53,40.6,23.84,12,12,25,15.6,Delayed,5.5,2.16
ORDER_1008,MCH_054,Golden Biryani Hub,Mumbai,Tier 3,Fast Food,Peri Peri Pizza,14,55.4,0,0.91,4.6,12.7,9.5,12.7,3.2,0.46,22.7,8.97,-1.3,1.9,26,-3.3,Early,8.1,3.73
ORDER_1009,MCH_161,The Biryani Junction,Chennai,Tier 2,Fast Food,Zinger Burger & Fries,10,72.5,5,1.5,10.3,15,14,15,1,0.69,29,11.76,5,6,24,5,On Time,4.7,3.24
ORDER_1010,MCH_226,The Grill Express,Bhilwara,Tier 3,Fast Food,Peri Peri Pizza,14,59.5,0,0.99,9.5,13.9,14.7,14.7,0,0.65,28.7,11.32,-0.1,-0.1,34,-5.3,Early,4.4,2.58
ORDER_1011,MCH_015,Urban Tandoor Express,Chennai,Tier 1,North Indian,Paneer Butter Masala & Naan,15,80.7,15,2.16,31.2,32.4,37.2,37.2,0,0.6,51.2,33.6,17.4,17.4,30,21.2,Cancelled,1.2,1.2
ORDER_1012,MCH_224,Classic Bake Darbar,Mumbai,Tier 3,Desserts,Choco Lava Cake,6,61.4,0,1.03,4.5,6.2,7.5,7.5,0,0.8,22.5,5.1,0.2,0.2,23,-0.5,Early,1.7,1.1
ORDER_1013,MCH_061,Bombay Dhaba Point,Hyderabad,Tier 1,Biryani,Chicken Dum Biryani,18,77.7,10,1.85,26.2,33.3,30.9,33.3,2.4,0.53,45.3,29.54,15.3,17.7,28,17.3,Delayed,7.1,3.76
ORDER_1014,MCH_122,Royal Bake Junction,Bhilwara,Tier 3,Fast Food,Zinger Burger & Fries,10,60.6,0,1.01,5.5,10.1,11.5,11.5,0,0.6,26.5,7.9,0.1,0.1,28,-1.5,Early,4.6,2.2
ORDER_1015,MCH_277,Classic Biryani Story,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,59.8,0,1,9.7,14,17.5,17.5,0,0.48,31.5,13.76,0,0,26,5.5,Delayed,4.3,0.24
ORDER_1016,MCH_046,Spicy Tandoor House,Pune,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,57,0,0.94,7.1,18.8,12.1,18.8,6.7,0.22,33.8,16.23,-1.2,5.5,36,-2.2,Early,11.7,2.57
ORDER_1017,MCH_294,Bombay Wok Junction,Delhi,Tier 2,Beverages,Cold Coffee,4,78.4,11,1.92,2,7.7,5.8,7.7,1.9,0.62,21.7,4.17,3.7,5.6,24,-2.3,Early,5.7,3.53
ORDER_1018,MCH_062,Bombay Chaat Darbar,Chennai,Tier 3,Chinese,Hakka Noodles,10,64.3,0,1.09,2,10.9,7.7,10.9,3.2,0.41,22.9,7.25,0.9,4.1,28,-5.1,Early,8.9,3.65
ORDER_1019,MCH_086,Urban Wok Express,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,59.3,0,0.99,3.2,5.9,7.6,7.6,0,0.71,18.6,4.48,-0.1,-0.1,19,-0.4,Early,2.7,1.42
ORDER_1020,MCH_210,Royal Grill Express,Delhi,Tier 2,North Indian,Dal Makhani Combo,12,65,5,1.35,14.6,16.2,18.7,18.7,0,0.73,32.7,15.71,4.2,4.2,27,5.7,Delayed,1.6,0.49
ORDER_1021,MCH_078,Shree Kitchen Point,Ahmedabad,Tier 2,North Indian,Dal Makhani Combo,12,68,5,1.41,9,16.9,15,16.9,1.9,0.47,26.9,13.19,4.9,6.8,30,-3.1,Early,7.9,3.71
ORDER_1022,MCH_202,Royal Biryani Corner,Bengaluru,Tier 3,North Indian,Paneer Butter Masala & Naan,15,60,0,1,9,15,16.6,16.6,0,0.49,27.6,12.88,0,0,34,-6.4,Early,6,2.12
ORDER_1023,MCH_223,Golden Dhaba Lounge,Ahmedabad,Tier 1,South Indian,Idli Vada Set,5,84.9,19,2.45,4,12.2,11.2,12.2,1,0.45,25.2,8.51,7.2,8.2,23,2.2,On Time,8.2,3.69
ORDER_1024,MCH_222,Urban Chaat Hub,Ahmedabad,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,61.5,2,1.13,18.2,22.6,22.1,22.6,0.5,0.71,34.6,19.48,2.6,3.1,33,1.6,On Time,4.4,3.12
ORDER_1025,MCH_003,The Chaat Point,Jaipur,Tier 3,South Indian,Idli Vada Set,5,65.4,0,1.11,2,5.6,8.8,8.8,0,0.55,20.8,5.06,0.6,0.6,23,-2.2,Early,3.6,0.54
ORDER_1026,MCH_006,Desi Tandoor Corner,Bhilwara,Tier 1,Biryani,Chicken Dum Biryani,18,89,22,2.68,42.5,48.2,46.6,48.2,1.6,0.62,59.2,44.67,30.2,31.8,32,27.2,Cancelled,5.7,3.53
ORDER_1027,MCH_093,Desi Tandoor Express,Pune,Tier 3,Chinese,Hakka Noodles,10,57.9,0,0.96,2,9.6,6.5,9.6,3.1,0.49,24.6,5.88,-0.4,2.7,21,3.6,On Time,7.6,3.72
ORDER_1028,MCH_008,The Tandoor Lounge,Kolkata,Tier 2,Biryani,Chicken Dum Biryani,18,72.2,10,1.74,27.2,31.3,34.8,34.8,0,0.49,49.8,31.08,13.3,13.3,33,16.8,Delayed,4.1,0.22
ORDER_1029,MCH_235,Desi Biryani Hub,Pune,Tier 1,Fast Food,Zinger Burger & Fries,10,95,29,3.15,30.8,31.5,38.4,38.4,0,0.49,48.4,34.68,21.5,21.5,22,26.4,Cancelled,0.7,3.18
ORDER_1030,MCH_108,Classic Cafe Palace,Jaipur,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,58.7,0,0.97,13.9,19.4,17.7,19.4,1.7,0.63,31.4,15.93,-0.6,1.1,35,-3.6,Early,5.5,3.47
ORDER_1031,MCH_161,The Biryani Junction,Chennai,Tier 2,Fast Food,Zinger Burger & Fries,10,71.8,7,1.59,11.1,15.9,14.4,15.9,1.5,0.68,26.9,12.64,5.9,7.4,21,5.9,Delayed,4.8,3.26
ORDER_1032,MCH_209,Desi Tandoor Story,Bhilwara,Tier 2,South Indian,Masala Dosa,8,66.9,2,1.24,9.4,9.9,13.9,13.9,0,0.7,27.9,10.75,1.9,1.9,24,3.9,On Time,0.5,0.85
ORDER_1033,MCH_240,Bombay Grill Hub,Delhi,Tier 3,Fast Food,Peri Peri Pizza,14,60.6,0,1.01,11.1,14.1,17,17,0,0.61,29,13.4,0.1,0.1,28,1,On Time,3,0.7
ORDER_1034,MCH_050,Shree Kitchen Story,Jaipur,Tier 3,North Indian,Dal Makhani Combo,12,57.9,0,0.96,9,11.5,16.4,16.4,0,0.51,28.4,12.63,-0.5,-0.5,28,0.4,On Time,2.5,1.13
ORDER_1035,MCH_011,The Chaat Junction,Hyderabad,Tier 2,Beverages,Cold Coffee,4,67.6,2,1.25,2,5,5.6,5.6,0,0.76,15.6,2.86,1,1,18,-2.4,Early,3,2.14
ORDER_1036,MCH_156,Urban Biryani Junction,Pune,Tier 2,Fast Food,Zinger Burger & Fries,10,67.3,9,1.6,3.9,16,9,16,7,0.19,30,13.7,6,13,26,4,On Time,12.1,2.3
ORDER_1037,MCH_070,Desi Dosa Junction,Ahmedabad,Tier 1,South Indian,Idli Vada Set,5,77,10,1.84,5.1,9.2,9.5,9.5,0,0.71,20.5,6.38,4.2,4.2,18,2.5,On Time,4.1,2.82
ORDER_1038,MCH_169,Golden Wok Lounge,Kolkata,Tier 2,South Indian,Masala Dosa,8,71.9,10,1.74,5.5,13.9,8.6,13.9,5.3,0.44,24.9,10.2,5.9,11.2,26,-1.1,Early,8.4,3.7
ORDER_1039,MCH_272,Royal Dhaba Hub,Jaipur,Tier 2,North Indian,Dal Makhani Combo,12,76.3,11,1.88,20.9,22.6,27.8,27.8,0,0.54,41.8,24.07,10.6,10.6,23,18.8,Delayed,1.7,1.47
ORDER_1040,MCH_068,Spicy Cafe Hub,Jaipur,Tier 2,Fast Food,Zinger Burger & Fries,10,67.7,4,1.35,10.1,13.5,17.2,17.2,0,0.53,29.2,13.44,3.5,3.5,28,1.2,On Time,3.4,0.06
ORDER_1041,MCH_252,Desi Tandoor Junction,Hyderabad,Tier 2,South Indian,Masala Dosa,8,59.7,3,1.14,7.6,9.1,11.7,11.7,0,0.73,25.7,8.71,1.1,1.1,19,6.7,Delayed,1.5,0.39
ORDER_1042,MCH_048,Royal Tandoor Express,Hyderabad,Tier 1,South Indian,Masala Dosa,8,95,27,3.05,20,24.4,23.8,24.4,0.6,0.71,35.4,21.28,16.4,17,27,8.4,Delayed,4.4,3.12
ORDER_1043,MCH_184,Bombay Biryani Darbar,Bengaluru,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,60.7,0,1.01,15.5,20.2,19.2,20.2,1,0.69,35.2,16.96,0.2,1.2,40,-4.8,Early,4.7,3.24
ORDER_1044,MCH_187,Classic Tandoor House,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,64.4,0,1.09,12.4,19.6,17.7,19.6,1.9,0.52,33.6,15.86,1.6,3.5,37,-3.4,Early,7.2,3.74
ORDER_1045,MCH_090,The Wok Hub,Delhi,Tier 1,South Indian,Masala Dosa,8,89.1,14,2.28,13.4,18.2,17.6,18.2,0.6,0.68,29.2,14.94,10.2,10.8,26,3.2,On Time,4.8,3.26
ORDER_1046,MCH_139,Urban Tandoor Hub,Chennai,Tier 3,North Indian,Paneer Butter Masala & Naan,15,55.3,0,0.91,7.1,13.6,12.7,13.6,0.9,0.57,28.6,9.9,-1.4,-0.5,32,-3.4,Early,6.5,3.7
ORDER_1047,MCH_089,Spicy Chaat Point,Jaipur,Tier 2,Biryani,Chicken Dum Biryani,18,76.3,8,1.73,29.4,31.1,34.3,34.3,0,0.67,46.3,31.02,13.1,13.1,32,14.3,Delayed,1.7,0.08
ORDER_1048,MCH_274,Shree Cafe Lounge,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,64.4,3,1.24,7.7,14.9,11.8,14.9,3.1,0.52,27.9,11.16,2.9,6,23,4.9,On Time,7.2,3.74
ORDER_1049,MCH_019,Royal Chaat Corner,Chennai,Tier 2,North Indian,Dal Makhani Combo,12,69.6,8,1.59,12.9,19.1,19.7,19.7,0,0.55,34.7,15.96,7.1,7.1,32,2.7,On Time,6.2,3.14
ORDER_1050,MCH_154,Urban Cafe Story,Jaipur,Tier 3,North Indian,Dal Makhani Combo,12,61.1,0,1.02,6.4,12.2,10.2,12.2,2,0.61,23.2,8.66,0.2,2.2,22,1.2,On Time,5.8,3.54
ORDER_1051,MCH_260,Classic Biryani Lounge,Mumbai,Tier 3,North Indian,Dal Makhani Combo,12,56.1,0,0.92,9,11,16,16,0,0.53,27,12.29,-1,-1,27,0,Early,2,1.29
ORDER_1052,MCH_108,Classic Cafe Palace,Jaipur,Tier 3,North Indian,Paneer Butter Masala & Naan,15,56.3,0,0.93,8.3,14,14.1,14.1,0,0.61,29.1,10.56,-1,-1,34,-4.9,Early,5.7,3.44
ORDER_1053,MCH_285,Urban Cafe Hub,Chennai,Tier 1,Fast Food,Zinger Burger & Fries,10,69.8,10,1.7,13.8,17,21,21,0,0.52,33,17.26,7,7,23,10,Delayed,3.2,0.26
ORDER_1054,MCH_059,Grand Kitchen Hub,Chennai,Tier 3,Chinese,Hakka Noodles,10,61.6,0,1.03,5.6,10.3,8.6,10.3,1.7,0.69,23.3,7.06,0.3,2,20,3.3,On Time,4.7,3.24
ORDER_1055,MCH_125,Shree Bake Hub,Bengaluru,Tier 2,South Indian,Masala Dosa,8,74.5,9,1.74,5.1,13.9,11.8,13.9,2.1,0.41,24.9,10.29,5.9,8,19,5.9,Delayed,8.8,3.61
ORDER_1056,MCH_273,Spicy Dhaba House,Jaipur,Tier 3,North Indian,Dal Makhani Combo,12,57.6,0,0.95,6.2,11.4,9.5,11.4,1.9,0.65,21.4,8.02,-0.6,1.3,23,-1.6,Early,5.2,3.38
ORDER_1057,MCH_107,Spicy Biryani Corner,Delhi,Tier 3,Desserts,Choco Lava Cake,6,64.6,0,1.09,3.9,6.5,11.7,11.7,0,0.48,23.7,7.96,0.5,0.5,25,-1.3,Early,2.6,1.46
ORDER_1058,MCH_299,Urban Cafe Junction,Delhi,Tier 3,Biryani,Chicken Dum Biryani,18,58,0,0.96,15.1,17.3,21.6,21.6,0,0.57,36.6,17.9,-0.7,-0.7,32,4.6,On Time,2.2,0.6
